(49, 97, 'Городская олимпиада по химии', 5737403)
(50, 448, 'Математическая олимпиада "Кенгуру"', 9595847)
(51, 93, 'Олимпиада по истории "Золотое руно"', 6946064)
(52, 1, 'Городская олимпиада по химии', 3525139)
(53, 199, 'Всероссийская олимпиада по истории', 9914260)
(54, 65, 'Всероссийская олимпиада по химии', 2764484)
(55, 49, 'Олимпиада по русскому языку "Русский медвежонок"', 5882374)
(56, 104, 'Олимпиада по истории "Золотое руно"', 1022874)
(57, 452, 'Олимпиада по английскому языку "British Buldog"', 2020791)
(58, 93, 'Всероссийская олимпиада по русскому языку', 4194166)
(59, 372, 'Городская олимпиада по русскому языку', 3811462)
(60, 445, 'Математическая олимпиада "Кенгуру"', 9359702)
(61, 10, 'Олимпиада по истории "Золотое руно"', 1650375)
(62, 240, 'Всероссийская олимпиада по математике', 9867348)
(63, 175, 'Всероссийская олимпиада по химии', 1436379)
(64, 81, 'Городская олимпиада по математике', 8254532)
(65, 307, 'ГТО', 9346792)
(66, 42, 'Олимпиада по английскому языку "British Buldog"', 8772751)
(67, 126, 'Олимпиада по русскому языку "Русский медвежонок"', 4014764)
(68, 386, 'Олимпиада по английскому языку "British Buldog"', 8136066)
(69, 96, 'Городская олимпиада по русскому языку', 5865999)
(70, 330, 'Всероссийская олимпиада по математике', 4267717)
(71, 160, 'Городская олимпиада по математике', 3884872)
(72, 346, 'Всероссийская олимпиада по истории', 4392527)
(73, 213, 'Всероссийская олимпиада по химии', 7168076)
(74, 76, 'ГТО', 5393049)
(75, 327, 'Математическая олимпиада "Кенгуру"', 4674140)
(76, 94, 'Городская олимпиада по истории', 115175)
(77, 322, 'Всероссийская олимпиада по математике', 1423092)
(78, 285, 'Городская олимпиада по математике', 3687245)
(79, 447, 'Всероссийская олимпиада по истории', 3948549)
(80, 387, 'Всероссийская олимпиада по истории', 4467147)
(81, 349, 'ГТО', 2146347)
(82, 260, 'Математическая олимпиада "Кенгуру"', 8771213)
(83, 320, 'Олимпиада по английскому языку "British Buldog"', 4120318)
(84, 30, 'Городская олимпиада по математике', 899722)
(85, 464, 'Городская олимпиада по математике', 8563613)
(86, 160, 'Всероссийская олимпиада по истории', 401889)
(87, 94, 'Олимпиада по английскому языку "British Buldog"', 8505034)
(88, 400, 'Олимпиада по русскому языку "Русский медвежонок"', 3203281)
(89, 80, 'Городская олимпиада по химии', 5494909)
(90, 149, 'Городская олимпиада по истории', 2687620)
(91, 313, 'Городская олимпиада по истории', 9922312)
(92, 240, 'Математическая олимпиада "Кенгуру"', 7901455)
(93, 5, 'Олимпиада по русскому языку "Русский медвежонок"', 9485803)
(94, 273, 'Математическая олимпиада "Кенгуру"', 638127)
(95, 391, 'Всероссийская олимпиада по химии', 8473150)
(96, 290, 'Олимпиада по английскому языку "British Buldog"', 8030623)
(97, 111, 'Городская олимпиада по математике', 1143887)
(98, 416, 'Олимпиада по английскому языку "British Buldog"', 4853127)
(99, 187, 'Городская олимпиада по русскому языку', 4895339)
(100, 314, 'ГТО', 9007875)
(101, 334, 'Городская олимпиада по русскому языку', 6237715)
(102, 9, 'Всероссийская олимпиада по русскому языку', 1234735)
(103, 425, 'Олимпиада по английскому языку "British Buldog"', 1946224)
(104, 145, 'Математическая олимпиада "Кенгуру"', 6515710)
(105, 32, 'Олимпиада по русскому языку "Русский медвежонок"', 7527130)
(106, 45, 'Всероссийская олимпиада по математике', 2677119)
(107, 423, 'Всероссийская олимпиада по истории', 4489025)
(108, 321, 'Всероссийская олимпиада по математике', 8270192)
(109, 201, 'ГТО', 8960665)
(110, 285, 'Всероссийская олимпиада по математике', 1924373)
(111, 154, 'Олимпиада по истории "Золотое руно"', 6850652)
(112, 463, 'Городская олимпиада по химии', 2354894)
(113, 132, 'Олимпиада по английскому языку "British Buldog"', 8022833)
(114, 344, 'Всероссийская олимпиада по химии', 9676563)
(115, 468, 'Городская олимпиада по химии', 6905817)
(116, 201, 'Городская олимпиада по химии', 9013453)
(117, 57, 'Всероссийская олимпиада по математике', 8057195)
(118, 93, 'Всероссийская олимпиада по русскому языку', 9275755)
(119, 211, 'Городская олимпиада по математике', 6114108)
(120, 95, 'Всероссийская олимпиада по химии', 6585196)
(121, 37, 'Городская олимпиада по химии', 2855802)
(122, 168, 'Олимпиада по истории "Золотое руно"', 7379425)
(123, 51, 'ГТО', 7944071)
(124, 409, 'Олимпиада по английскому языку "British Buldog"', 4823943)
(125, 155, 'Городская олимпиада по математике', 3819322)
(126, 176, 'Городская олимпиада по истории', 4987837)
(127, 32, 'Всероссийская олимпиада по математике', 1140334)
(128, 45, 'Олимпиада по английскому языку "British Buldog"', 9060823)
(129, 86, 'Олимпиада по истории "Золотое руно"', 4757025)
(130, 107, 'Математическая олимпиада "Кенгуру"', 2201978)
(131, 115, 'Городская олимпиада по русскому языку', 8584003)
(132, 466, 'Городская олимпиада по русскому языку', 3459440)
(133, 417, 'Городская олимпиада по истории', 4318763)
(134, 169, 'Олимпиада по истории "Золотое руно"', 6082479)
(135, 442, 'Городская олимпиада по русскому языку', 6185983)
(136, 51, 'ГТО', 1379339)
(137, 375, 'ГТО', 3340632)
(138, 403, 'Олимпиада по русскому языку "Русский медвежонок"', 8474266)
(139, 232, 'Олимпиада по истории "Золотое руно"', 6249227)
(140, 131, 'Олимпиада по английскому языку "British Buldog"', 3061936)
(141, 240, 'Городская олимпиада по математике', 4486681)
(142, 154, 'Городская олимпиада по истории', 5268173)
(143, 429, 'ГТО', 2034397)
(144, 213, 'Всероссийская олимпиада по химии', 8426039)
(145, 345, 'Олимпиада по русскому языку "Русский медвежонок"', 8416474)
(146, 3, 'Всероссийская олимпиада по математике', 8463307)
(147, 362, 'Всероссийская олимпиада по русскому языку', 212917)
(148, 139, 'Городская олимпиада по химии', 947135)
(149, 93, 'ГТО', 6518836)
(150, 457, 'Олимпиада по истории "Золотое руно"', 8655442)
(151, 455, 'Олимпиада по истории "Золотое руно"', 6176095)
(152, 357, 'Олимпиада по истории "Золотое руно"', 4464417)
(153, 455, 'Городская олимпиада по химии', 5699639)
(154, 96, 'Городская олимпиада по химии', 7882533)
(155, 385, 'Всероссийская олимпиада по математике', 2959876)
(156, 348, 'Всероссийская олимпиада по истории', 7734633)
(157, 185, 'Всероссийская олимпиада по химии', 3869058)
(158, 68, 'Олимпиада по русскому языку "Русский медвежонок"', 4032980)
(159, 262, 'Городская олимпиада по истории', 4693414)
(160, 351, 'Городская олимпиада по математике', 7212821)
(161, 78, 'Математическая олимпиада "Кенгуру"', 7508437)
(162, 309, 'Олимпиада по истории "Золотое руно"', 4626920)
(163, 365, 'Олимпиада по английскому языку "British Buldog"', 1103191)
(164, 263, 'Городская олимпиада по истории', 2764085)
(165, 398, 'Математическая олимпиада "Кенгуру"', 3795191)
(166, 201, 'Математическая олимпиада "Кенгуру"', 5208485)
(167, 202, 'Городская олимпиада по истории', 9469680)
(168, 160, 'Городская олимпиада по истории', 3484496)
(169, 143, 'Городская олимпиада по математике', 102224)
(170, 288, 'ГТО', 6792236)
(171, 23, 'Математическая олимпиада "Кенгуру"', 8423539)
(172, 82, 'Городская олимпиада по русскому языку', 9994111)
(173, 236, 'Городская олимпиада по русскому языку', 6711360)
(174, 276, 'Всероссийская олимпиада по истории', 8099087)
(175, 89, 'Всероссийская олимпиада по математике', 6622167)
(176, 63, 'Всероссийская олимпиада по истории', 9238476)
(177, 101, 'Городская олимпиада по русскому языку', 1871477)
(178, 286, 'Городская олимпиада по химии', 2096782)
(179, 250, 'Городская олимпиада по русскому языку', 5788769)
(180, 62, 'Всероссийская олимпиада по химии', 4531360)
(181, 54, 'Всероссийская олимпиада по истории', 2741922)
(182, 429, 'Олимпиада по английскому языку "British Buldog"', 7649615)
(183, 309, 'Всероссийская олимпиада по русскому языку', 9621823)
(184, 243, 'Всероссийская олимпиада по математике', 1592598)
(185, 368, 'Олимпиада по истории "Золотое руно"', 4070014)
(186, 464, 'Олимпиада по истории "Золотое руно"', 2784005)
(187, 184, 'Всероссийская олимпиада по химии', 4191794)
(188, 27, 'Всероссийская олимпиада по математике', 9101966)
(189, 357, 'Городская олимпиада по химии', 5757273)
(190, 40, 'Олимпиада по истории "Золотое руно"', 1155848)
(191, 13, 'Городская олимпиада по русскому языку', 1996727)
(192, 10, 'Олимпиада по английскому языку "British Buldog"', 2559955)
(193, 400, 'Всероссийская олимпиада по истории', 6168124)
(194, 376, 'Всероссийская олимпиада по русскому языку', 8019100)
(195, 192, 'Всероссийская олимпиада по истории', 2611598)
(196, 18, 'Математическая олимпиада "Кенгуру"', 3941952)
(197, 465, 'Олимпиада по английскому языку "British Buldog"', 7366830)
(198, 424, 'Олимпиада по русскому языку "Русский медвежонок"', 9754180)
(199, 14, 'Городская олимпиада по химии', 3339726)
(200, 389, 'Городская олимпиада по математике', 2140705)
(201, 273, 'Всероссийская олимпиада по истории', 6264922)
(202, 442, 'Математическая олимпиада "Кенгуру"', 9848500)
(203, 273, 'Олимпиада по истории "Золотое руно"', 4658018)
(204, 196, 'Всероссийская олимпиада по математике', 2247462)
(205, 464, 'Городская олимпиада по русскому языку', 6014619)
(206, 432, 'Олимпиада по истории "Золотое руно"', 5595249)
(207, 20, 'Олимпиада по русскому языку "Русский медвежонок"', 8507804)
(208, 325, 'Математическая олимпиада "Кенгуру"', 8498242)
(209, 147, 'Математическая олимпиада "Кенгуру"', 939748)
(210, 89, 'Всероссийская олимпиада по математике', 5646739)
(211, 378, 'Всероссийская олимпиада по математике', 2424977)
(212, 249, 'Олимпиада по русскому языку "Русский медвежонок"', 9348991)
(213, 154, 'Олимпиада по русскому языку "Русский медвежонок"', 2312040)
(214, 74, 'Олимпиада по истории "Золотое руно"', 9915396)
(215, 155, 'Всероссийская олимпиада по математике', 3515721)
(216, 263, 'Математическая олимпиада "Кенгуру"', 7837616)
(217, 383, 'Городская олимпиада по математике', 4761674)
(218, 97, 'Олимпиада по английскому языку "British Buldog"', 354473)
(219, 187, 'Олимпиада по истории "Золотое руно"', 9492589)
(220, 32, 'Математическая олимпиада "Кенгуру"', 1761065)
(221, 223, 'Всероссийская олимпиада по математике', 8767912)
(222, 83, 'Всероссийская олимпиада по русскому языку', 8094165)
(223, 142, 'ГТО', 5144720)
(224, 321, 'Олимпиада по английскому языку "British Buldog"', 8785252)
(225, 182, 'Математическая олимпиада "Кенгуру"', 9914030)
(226, 45, 'Всероссийская олимпиада по русскому языку', 4607013)
(227, 147, 'Всероссийская олимпиада по русскому языку', 5059586)
(228, 388, 'Городская олимпиада по истории', 2104990)
(229, 268, 'Всероссийская олимпиада по математике', 2039135)
(230, 247, 'Математическая олимпиада "Кенгуру"', 7742605)
(231, 253, 'Олимпиада по русскому языку "Русский медвежонок"', 6045301)
(232, 55, 'Всероссийская олимпиада по истории', 1035998)
(233, 428, 'Математическая олимпиада "Кенгуру"', 8413878)
(234, 468, 'Олимпиада по истории "Золотое руно"', 7309029)
(235, 310, 'Всероссийская олимпиада по химии', 2372705)
(236, 153, 'Олимпиада по истории "Золотое руно"', 522727)
(237, 456, 'Олимпиада по английскому языку "British Buldog"', 7861411)
(238, 422, 'Всероссийская олимпиада по истории', 7004953)
(239, 231, 'Олимпиада по истории "Золотое руно"', 6847881)
(240, 96, 'Олимпиада по истории "Золотое руно"', 2977327)
(241, 155, 'Городская олимпиада по математике', 7033785)
(242, 167, 'Городская олимпиада по химии', 9318446)
(243, 456, 'ГТО', 290063)
(244, 52, 'ГТО', 1462359)
(245, 36, 'Олимпиада по русскому языку "Русский медвежонок"', 6595091)
(246, 37, 'Математическая олимпиада "Кенгуру"', 3498981)
(247, 128, 'Всероссийская олимпиада по математике', 8802866)
(248, 457, 'Городская олимпиада по математике', 9614081)
(249, 84, 'Городская олимпиада по математике', 6129153)
(250, 256, 'Городская олимпиада по русскому языку', 6034003)
(251, 243, 'Всероссийская олимпиада по математике', 9368048)
(252, 144, 'Всероссийская олимпиада по истории', 7596981)
(253, 411, 'Олимпиада по истории "Золотое руно"', 1861930)
(254, 65, 'Олимпиада по английскому языку "British Buldog"', 2499699)
(255, 183, 'Всероссийская олимпиада по математике', 5617776)
(256, 6, 'Всероссийская олимпиада по химии', 2073248)
(257, 242, 'ГТО', 7344643)
(258, 45, 'Всероссийская олимпиада по химии', 2859043)
(259, 66, 'Всероссийская олимпиада по химии', 3992980)
(260, 63, 'Городская олимпиада по химии', 9816819)
(261, 420, 'Всероссийская олимпиада по химии', 5188963)
(262, 344, 'Городская олимпиада по химии', 9851693)
(263, 233, 'Городская олимпиада по химии', 6474079)
(264, 126, 'Городская олимпиада по математике', 7727156)
(265, 284, 'Всероссийская олимпиада по русскому языку', 1721247)
(266, 206, 'Олимпиада по русскому языку "Русский медвежонок"', 4700971)
(267, 399, 'Всероссийская олимпиада по математике', 3702032)
(268, 25, 'Городская олимпиада по истории', 6084032)
(269, 220, 'Олимпиада по английскому языку "British Buldog"', 3219342)
(270, 100, 'Математическая олимпиада "Кенгуру"', 3040633)
(271, 308, 'Олимпиада по истории "Золотое руно"', 7163432)
(272, 180, 'Математическая олимпиада "Кенгуру"', 9967173)
(273, 145, 'Всероссийская олимпиада по русскому языку', 2084646)
(274, 224, 'Городская олимпиада по химии', 2151572)
(275, 460, 'Всероссийская олимпиада по истории', 4178512)
(276, 220, 'ГТО', 9296947)
(277, 279, 'Олимпиада по русскому языку "Русский медвежонок"', 6966176)
(278, 334, 'Городская олимпиада по истории', 6269391)
(279, 416, 'Всероссийская олимпиада по химии', 1831974)
(280, 399, 'Городская олимпиада по русскому языку', 5916575)
(281, 1, 'Всероссийская олимпиада по математике', 4175143)
(282, 126, 'Городская олимпиада по истории', 2089774)
(283, 315, 'Городская олимпиада по математике', 9575398)
(284, 224, 'Всероссийская олимпиада по русскому языку', 573204)
(285, 278, 'Городская олимпиада по русскому языку', 5634202)
(286, 41, 'Олимпиада по истории "Золотое руно"', 8651890)
(287, 411, 'Городская олимпиада по математике', 3517965)
(288, 252, 'Олимпиада по русскому языку "Русский медвежонок"', 8449501)
(289, 330, 'Городская олимпиада по русскому языку', 4806849)
(290, 432, 'Городская олимпиада по химии', 6474142)
(291, 64, 'Всероссийская олимпиада по химии', 8567030)
(292, 30, 'ГТО', 6098729)
(293, 415, 'Олимпиада по английскому языку "British Buldog"', 107613)
(294, 238, 'Олимпиада по истории "Золотое руно"', 8162549)
(295, 108, 'Олимпиада по истории "Золотое руно"', 253962)
(296, 454, 'Всероссийская олимпиада по истории', 1202275)
(297, 210, 'Всероссийская олимпиада по истории', 2947829)
(298, 346, 'Олимпиада по истории "Золотое руно"', 4869604)
(299, 97, 'Всероссийская олимпиада по русскому языку', 1337684)
(300, 248, 'Городская олимпиада по математике', 1671578)
(301, 164, 'Городская олимпиада по русскому языку', 3505545)
(302, 220, 'Городская олимпиада по химии', 381082)
(303, 149, 'Олимпиада по русскому языку "Русский медвежонок"', 3843539)
(304, 368, 'Всероссийская олимпиада по истории', 4992557)
(305, 10, 'ГТО', 8246220)
(306, 208, 'Городская олимпиада по русскому языку', 9620333)
(307, 323, 'ГТО', 5917547)
(308, 307, 'Олимпиада по русскому языку "Русский медвежонок"', 7106636)
(309, 211, 'Олимпиада по истории "Золотое руно"', 2454278)
(310, 38, 'Олимпиада по истории "Золотое руно"', 8627962)
(311, 136, 'Математическая олимпиада "Кенгуру"', 9283010)
(312, 207, 'Олимпиада по истории "Золотое руно"', 3457510)
(313, 25, 'Городская олимпиада по математике', 7001368)
(314, 47, 'Всероссийская олимпиада по химии', 4510833)
(315, 112, 'Всероссийская олимпиада по русскому языку', 3290210)
(316, 175, 'Городская олимпиада по химии', 9273587)
(317, 135, 'Всероссийская олимпиада по химии', 4563630)
(318, 33, 'Всероссийская олимпиада по русскому языку', 648699)
(319, 66, 'ГТО', 1411162)
(320, 420, 'Городская олимпиада по истории', 4308051)
(321, 281, 'Городская олимпиада по русскому языку', 8564558)
(322, 136, 'ГТО', 6107100)
(323, 181, 'Городская олимпиада по химии', 8170128)
(324, 167, 'Городская олимпиада по математике', 5715324)
(325, 51, 'Математическая олимпиада "Кенгуру"', 2787867)
(326, 39, 'Олимпиада по истории "Золотое руно"', 2713083)
(327, 300, 'Олимпиада по русскому языку "Русский медвежонок"', 4074104)
(328, 8, 'Олимпиада по русскому языку "Русский медвежонок"', 1004866)
(329, 321, 'ГТО', 4876523)
(330, 413, 'Городская олимпиада по истории', 3066279)
(331, 294, 'Всероссийская олимпиада по истории', 3620033)
(332, 92, 'Всероссийская олимпиада по математике', 3060218)
(333, 10, 'Олимпиада по английскому языку "British Buldog"', 8232254)
(334, 409, 'Городская олимпиада по математике', 2430001)
(335, 365, 'Олимпиада по английскому языку "British Buldog"', 566134)
(336, 133, 'Городская олимпиада по истории', 1733481)
(337, 407, 'Математическая олимпиада "Кенгуру"', 827939)
(338, 197, 'Всероссийская олимпиада по математике', 5762125)
(339, 468, 'Всероссийская олимпиада по химии', 8981867)
(340, 233, 'Городская олимпиада по математике', 8115993)
(341, 9, 'Городская олимпиада по истории', 1857707)
(342, 82, 'Городская олимпиада по истории', 4822467)
(343, 351, 'Городская олимпиада по русскому языку', 953952)
(344, 207, 'Всероссийская олимпиада по химии', 1021388)
(345, 361, 'Олимпиада по русскому языку "Русский медвежонок"', 2363009)
(346, 385, 'Городская олимпиада по истории', 2491639)
(347, 322, 'Городская олимпиада по химии', 3287211)
(348, 330, 'Математическая олимпиада "Кенгуру"', 6767310)
(349, 11, 'Городская олимпиада по математике', 6717794)
(350, 384, 'Городская олимпиада по математике', 7093651)
(351, 465, 'Городская олимпиада по химии', 1302193)
(352, 451, 'Всероссийская олимпиада по химии', 4720848)
(353, 272, 'Всероссийская олимпиада по математике', 3901307)
(354, 446, 'Городская олимпиада по русскому языку', 2443407)
(355, 245, 'Олимпиада по английскому языку "British Buldog"', 6906392)
(356, 433, 'Городская олимпиада по химии', 4039123)
(357, 351, 'Всероссийская олимпиада по русскому языку', 7260571)
(358, 187, 'ГТО', 1226147)
(359, 234, 'Всероссийская олимпиада по русскому языку', 8218845)
(360, 467, 'Олимпиада по английскому языку "British Buldog"', 6467300)
(361, 329, 'Всероссийская олимпиада по русскому языку', 7754951)
(362, 10, 'Городская олимпиада по истории', 2755610)
(363, 378, 'Математическая олимпиада "Кенгуру"', 7325189)
(364, 5, 'ГТО', 9233370)
(365, 35, 'Всероссийская олимпиада по русскому языку', 216116)
(366, 250, 'Всероссийская олимпиада по истории', 4615772)
(367, 176, 'ГТО', 6538512)
(368, 443, 'Олимпиада по русскому языку "Русский медвежонок"', 3717077)
(369, 271, 'ГТО', 9740373)
(370, 440, 'Всероссийская олимпиада по истории', 1387617)
(371, 95, 'Всероссийская олимпиада по истории', 7980316)
(372, 138, 'Олимпиада по русскому языку "Русский медвежонок"', 9642594)
(373, 335, 'ГТО', 9089582)
(374, 416, 'Всероссийская олимпиада по русскому языку', 4513377)
(375, 35, 'Всероссийская олимпиада по химии', 3074217)
(376, 253, 'Городская олимпиада по математике', 3029514)
(377, 208, 'ГТО', 5289985)
(378, 204, 'Городская олимпиада по русскому языку', 8745351)
(379, 440, 'Всероссийская олимпиада по математике', 8541582)
(380, 305, 'Олимпиада по истории "Золотое руно"', 859037)
(381, 109, 'Всероссийская олимпиада по истории', 7165958)
(382, 331, 'ГТО', 3813380)
(383, 73, 'Городская олимпиада по русскому языку', 7601339)
(384, 37, 'Городская олимпиада по истории', 2611451)
(385, 61, 'Математическая олимпиада "Кенгуру"', 7106068)
(386, 467, 'Олимпиада по английскому языку "British Buldog"', 4812549)
(387, 423, 'Городская олимпиада по русскому языку', 7372943)
(388, 433, 'ГТО', 5800361)
(389, 279, 'Всероссийская олимпиада по математике', 5643604)
(390, 225, 'Городская олимпиада по математике', 9895876)
(391, 293, 'Олимпиада по английскому языку "British Buldog"', 771962)
(392, 96, 'Городская олимпиада по истории', 5093867)
(393, 26, 'Олимпиада по истории "Золотое руно"', 643049)
(394, 27, 'Всероссийская олимпиада по математике', 4896296)
(395, 366, 'Городская олимпиада по русскому языку', 7181194)
(396, 134, 'Всероссийская олимпиада по истории', 8985472)
(397, 419, 'Городская олимпиада по истории', 8579651)
(398, 321, 'Всероссийская олимпиада по русскому языку', 5180734)
(399, 163, 'Городская олимпиада по русскому языку', 2151811)
(400, 340, 'Всероссийская олимпиада по математике', 2477182)
(401, 8, 'Городская олимпиада по русскому языку', 6641183)
(402, 86, 'Всероссийская олимпиада по русскому языку', 6960044)
(403, 96, 'Олимпиада по английскому языку "British Buldog"', 7819545)
(404, 49, 'Всероссийская олимпиада по математике', 9856845)
(405, 228, 'Всероссийская олимпиада по химии', 8569465)
(406, 403, 'Олимпиада по английскому языку "British Buldog"', 3031195)
(407, 303, 'Математическая олимпиада "Кенгуру"', 800535)
(408, 345, 'Олимпиада по русскому языку "Русский медвежонок"', 9485334)
(409, 264, 'Городская олимпиада по математике', 2894543)
(410, 232, 'Олимпиада по истории "Золотое руно"', 4227614)
(411, 124, 'ГТО', 3284670)
(412, 13, 'Городская олимпиада по математике', 9302474)
(413, 63, 'Городская олимпиада по химии', 8184235)
(414, 358, 'Всероссийская олимпиада по математике', 7082151)
(415, 382, 'Олимпиада по русскому языку "Русский медвежонок"', 8683379)
(416, 295, 'Всероссийская олимпиада по математике', 2882890)
(417, 5, 'Городская олимпиада по химии', 3113620)
(418, 33, 'Городская олимпиада по русскому языку', 2990153)
(419, 48, 'Городская олимпиада по русскому языку', 5626875)
22:47:25 Action done with result: Transaction commited!
22:47:25 Action done with result: Cursor closed!
22:47:28 Action done with result: Cursor connected!
22:47:28 Action done with result: Successfully read from table!
22:47:28 Action done with result: File is opened!
22:47:28 Action done with result: Successfully written in table!
22:47:28 Action done with result: Transaction commited!
22:47:28 Action done with result: Cursor closed!
22:47:29 Action done with result: Cursor connected!
22:47:29 Action done with result: Successfully read from table!
22:47:29 Editing table: Faults
(1, 32, 180, 'Кричал на уроке')
(2, 3, 108, 'Списывал')
(3, 25, 352, 'Был одет не в школьную форму')
(4, 39, 339, 'Списывал')
(5, 11, 234, 'Был одет не в школьную форму')
(6, 27, 127, 'Был одет не в школьную форму')
(7, 10, 169, 'Кричал на уроке')
(8, 23, 38, 'Списывал')
(9, 15, 235, 'Списывал')
(10, 25, 458, 'Не сделал д.з.')
(11, 38, 248, 'Кричал на уроке')
(12, 12, 23, 'Кричал на уроке')
(13, 44, 399, 'Был одет не в школьную форму')
(14, 38, 55, 'Списывал')
(15, 29, 133, 'Не сделал д.з.')
(16, 14, 347, 'Не сделал д.з.')
(17, 5, 103, 'Не сделал д.з.')
(18, 9, 315, 'Списывал')
(19, 9, 467, 'Не сделал д.з.')
(20, 45, 9, 'Кричал на уроке')
(21, 19, 424, 'Был одет не в школьную форму')
(22, 46, 452, 'Был одет не в школьную форму')
(23, 15, 319, 'Был одет не в школьную форму')
(24, 45, 203, 'Не сделал д.з.')
(25, 44, 25, 'Был одет не в школьную форму')
(26, 17, 260, 'Не сделал д.з.')
(27, 28, 275, 'Был одет не в школьную форму')
(28, 17, 121, 'Был одет не в школьную форму')
(29, 35, 443, 'Кричал на уроке')
(30, 3, 278, 'Кричал на уроке')
(31, 40, 178, 'Не сделал д.з.')
(32, 39, 395, 'Был одет не в школьную форму')
(33, 1, 195, 'Кричал на уроке')
(34, 29, 147, 'Кричал на уроке')
(35, 39, 364, 'Кричал на уроке')
(36, 24, 415, 'Не сделал д.з.')
(37, 8, 94, 'Списывал')
(38, 2, 331, 'Списывал')
(39, 17, 209, 'Не сделал д.з.')
(40, 28, 264, 'Был одет не в школьную форму')
(41, 16, 260, 'Кричал на уроке')
(42, 38, 163, 'Был одет не в школьную форму')
(43, 12, 451, 'Не сделал д.з.')
(44, 6, 348, 'Был одет не в школьную форму')
(45, 26, 310, 'Не сделал д.з.')
(46, 29, 1, 'Не сделал д.з.')
(47, 17, 262, 'Был одет не в школьную форму')
(48, 17, 20, 'Кричал на уроке')
(49, 9, 43, 'Кричал на уроке')
(50, 39, 216, 'Кричал на уроке')
(51, 22, 294, 'Списывал')
(52, 4, 368, 'Был одет не в школьную форму')
(53, 38, 379, 'Не сделал д.з.')
(54, 20, 133, 'Списывал')
(55, 45, 238, 'Списывал')
(56, 29, 145, 'Не сделал д.з.')
(57, 2, 433, 'Не сделал д.з.')
(58, 38, 257, 'Не сделал д.з.')
(59, 14, 83, 'Был одет не в школьную форму')
(60, 43, 425, 'Списывал')
(61, 29, 240, 'Кричал на уроке')
(62, 9, 126, 'Был одет не в школьную форму')
(63, 44, 67, 'Был одет не в школьную форму')
(64, 14, 408, 'Был одет не в школьную форму')
